wkb_geometry;codice;strada;desvia;fumetto;vifraz;sensouni;tipo_arco;tipo_cod;tipo_stra
"LINESTRING (666009.06 5104512.5,665993.11 5104519.63,665985.72 5104522.67,665975.18 5104528.03,665962.56 5104534.5,665949.6 5104541.05)";6310;6310;VIA PONTE ALTO;VIA PONTE ALTO;TRENTO;0;;0;
"LINESTRING (663578.56 5110063.0,663586.6 5110057.82,663605.89 5110052.7,663609.13 5110050.97,663611.3 5110048.48,663613.0 5110045.5,663614.75 5110039.5,663617.14 5110018.57,663616.94 5110004.5,663616.13 5109990.48,663616.0 5109982.13,663617.39 5109968.42,663617.73 5109957.32,663620.69 5109949.5,663631.71 5109923.98,663633.82 5109920.5,663637.44 5109915.5,663642.11 5109910.49,663646.71 5109906.17,663649.93 5109903.7,663657.6 5109899.54,663663.94 5109897.0,663667.88 5109896.0,663681.8 5109896.0,663681.81 5109896.0,663683.8 5109896.0,663683.81 5109896.0)";8475;8475;VIA DEL CAMANTOLIN;VIA DEL CAMANTOLIN;TRENTO;0;;0;
"LINESTRING (659372.94 5104098.0,659382.55 5104107.65,659392.88 5104122.0,659398.06 5104132.5,659400.26 5104136.26,659404.52 5104138.7)";8045;8045;VIA DEI SEGATI;VIA DEI SEGATI;TRENTO;0;;0;
"LINESTRING (665231.31 5097337.5,665235.75 5097331.29,665237.84 5097326.21)";7984;7984;VIA DELLE REGOLE;VIA DELLE REGOLE;TRENTO;0;;0;
"LINESTRING (664396.12 5102953.0,664364.94 5102930.5,664362.38 5102926.0,664358.81 5102920.5,664362.56 5102914.5)";3350;3350;CORSO 3 NOVEMBRE;CORSO 3 NOVEMBRE;TRENTO;0;;0;
"LINESTRING (663382.81 5101772.5,663373.91 5101809.67,663369.0 5101836.3,663364.1 5101876.71,663362.93 5101912.93,663363.36 5101928.67)";2900;2900;VIA R. DA SANSEVERINO;VIA R. DA SANSEVERINO;TRENTO;0;;0;
"LINESTRING (665004.06 5102895.0,665005.31 5102910.0,665008.81 5102959.0)";2280;2280;VIA PASUBIO;VIA PASUBIO;TRENTO;1;;0;
"LINESTRING (665030.25 5103483.5,665025.25 5103453.0)";3550;3550;VIA ZARA;VIA ZARA;TRENTO;0;;0;
"LINESTRING (666562.8 5103539.37,666519.92 5103537.34,666514.32 5103539.11)";7460;7460;VIA DON TOMMASO DALLAFIOR;VIA DON TOMMASO DALLAFIOR;TRENTO;1;;0;
"LINESTRING (663418.82 5099223.86,663417.62 5099155.0,663419.0 5099108.5,663422.12 5099078.0,663430.12 5099020.0,663441.25 5098941.5,663447 5098903,663452.88 5098863.5,663456.44 5098841.0,663457.31 5098835.0,663467.49 5098752.07,663469.65 5098721.06,663469.12 5098688.0,663464.75 5098648.0,663455.29 5098603.4,663448.21 5098578.96,663445.64 5098571.05,663443.17 5098565.03)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;1;SP 90 Destra Adige
"LINESTRING (664206.06 5104825.5,664198.44 5104843.5,664188.12 5104867.5)";400;400;VIA DEL BRENNERO;VIA DEL BRENNERO;TRENTO;0;;0;
"LINESTRING (662722.65 5109477.62,662760.5 5109480.5,662800.06 5109483.5,662833.18 5109485.98)";5102;5102;VIA ALTO ADIGE;VIA ALTO ADIGE;TRENTO;0;;0;
"LINESTRING (664226.0 5104168.5,664249.5 5104158.5)";1280;1280;VIA A. GAZZOLETTI;VIA A. GAZZOLETTI;TRENTO;1;;0;
"LINESTRING (662940.81 5107659.5,662940.81 5107669.5,662935.62 5107729.0,662935.38 5107731.0,662934.75 5107735.0,662934.38 5107737.0)";5260;5260;VIA PALUDI;VIA PALUDI;TRENTO;0;;0;
"LINESTRING (663554.0 5109936.5,663554.37 5109913.36,663555.31 5109898.5,663557.0 5109891.08,663558.62 5109883.0,663558.31 5109867.5,663558.12 5109864.0)";8464;8464;VIA M. PEDERZOLLI;VIA M. PEDERZOLLI;TRENTO;0;;0;
"LINESTRING (663622.25 5110098.0,663589.44 5110074.0,663578.56 5110063.0)";8464;8464;VIA M. PEDERZOLLI;VIA M. PEDERZOLLI;TRENTO;0;;0;
"LINESTRING (664352.94 5104453.5,664354.69 5104445.5,664355.75 5104439.5,664356.88 5104431.5)";2820;2820;VIA SAN MARTINO;VIA SAN MARTINO;TRENTO;1;;0;
"LINESTRING (664356.88 5104431.5,664357.06 5104429.5,664359 5104406,664359.06 5104402.0,664359.0 5104398.5)";2820;2820;VIA SAN MARTINO;VIA SAN MARTINO;TRENTO;1;;0;
"LINESTRING (664589.06 5103461.5,664595.94 5103459.0,664632.94 5103446.0,664651.0 5103439.5,664706.5 5103420.3,664751.98 5103405.08,664760.58 5103402.77,664771 5103401,664830 5103399)";210;210;VIA F. BARBACOVI;VIA F. BARBACOVI;TRENTO;1;;0;
"LINESTRING (664928.83 5103396.35,664830 5103399)";3550;3550;VIA ZARA;VIA ZARA;TRENTO;1;;0;
"LINESTRING (664950.75 5103995.5,664957.61 5104006.65,664960.85 5104013.21,664976.16 5104031.13,664980.57 5104039.44,664985.73 5104052.88,664988.08 5104071.56,664996.15 5104105.94,664998.34 5104110.02,665001.64 5104112.72,665039.49 5104130.75,665045.45 5104132.24,665051.17 5104132.74,665083.79 5104133.51,665090.39 5104136.41,665097.33 5104141.24,665103.97 5104147.41,665109.72 5104154.81,665126.25 5104168.5)";3502;3502;VIA DEI GIARDINI;VIA DEI GIARDINI;TRENTO;0;;0;
"LINESTRING (665016.12 5103421.5,665011.5 5103417.5,665006.06 5103415.0,664965.06 5103404.5)";3550;3550;VIA ZARA;VIA ZARA;TRENTO;1;;0;
"LINESTRING (665025.25 5103453.0,665023.81 5103436.0,665020.0 5103426.5,665016.12 5103421.5)";3550;3550;VIA ZARA;VIA ZARA;TRENTO;1;;0;
"LINESTRING (665017.5 5100751.5,665026.81 5100744.5,665036.39 5100740.71,665039.82 5100738.35,665041.36 5100736.12,665043.93 5100696.33,665053.77 5100674.86,665061.94 5100657.5,665068.56 5100642.0,665068.71 5100611.11,665070.02 5100597.98,665073.31 5100589.96,665094.02 5100541.92,665096.75 5100442.5)";1870;1870;VIA C. MENGUZZATO;VIA C. MENGUZZATO;TRENTO;0;;0;
"LINESTRING (665704.88 5104734.0,665668.28 5104737.92,665649.81 5104739.29,665646.87 5104738.98,665642.33 5104738.47)";6200;6200;VIA B. KOFLER;VIA B. KOFLER;TRENTO;0;;0;
"LINESTRING (663424.48 5098514.89,663428.81 5098514.0,663431.85 5098513.54,663435 5098514,663437.87 5098514.89,663440.66 5098516.16,663443.31 5098518.0,663445.49 5098520.23,663447.1 5098522.69,663455.31 5098541.5,663455.88 5098543.5,663456.12 5098547.0,663455.88 5098550.5,663455.0 5098553.5,663453.56 5098556.5,663451.62 5098559.5,663449.31 5098561.76,663446.34 5098563.62,663443.17 5098565.03)";0;0;;;TRENTO;1;;1;SP 90 Destra Adige
"LINESTRING (664369.25 5102988.5,664354.12 5102976.5,664342.81 5102968.0,664337.93 5102964.64,664332.56 5102960.44,664336.53 5102947.14,664332.79 5102939.91,664326.26 5102936.17)";3350;3350;CORSO 3 NOVEMBRE;CORSO 3 NOVEMBRE;TRENTO;0;;0;
"LINESTRING (664527.81 5102967.5,664551.69 5102985.5)";1890;1890;VIA MILANO;VIA MILANO;TRENTO;0;;0;
"LINESTRING (663907.75 5102767.5,663900.75 5102789.84,663899.77 5102801.58,663900.9 5102808.3,663907.7 5102842.26,663908.76 5102852.95,663906.89 5102868.77,663905.53 5102878.64)";1350;1350;VIA G. GIUSTI;VIA G. GIUSTI;TRENTO;1;;0;
"LINESTRING (659126.38 5104485.0,659121.19 5104448.0,659119 5104438,659105.81 5104414.0,659091.22 5104386.39,659085.62 5104376.5,659081.31 5104371.69,659076.2 5104369.38,659071.74 5104370.04,659066.69 5104372.5,659062.56 5104375.0,659056.55 5104381.43,659048.63 5104389.52,659041.53 5104396.29,659035.19 5104401.5,659029.75 5104406.0,659023.75 5104408.5,659018.25 5104409.0,659013.5 5104408.5,659009.88 5104407.0,659007.88 5104404.0,659009.75 5104399.0,659018.44 5104385.5,659022.19 5104378.0,659024.52 5104372.02,659025.02 5104365.58,659024.19 5104357.49,659021.55 5104350.07,659015.56 5104343.0,659008.38 5104333.0,659003.75 5104324.0,659001.38 5104314.5,659001 5104304,659001.88 5104292.0,659003.75 5104285.0,659008.69 5104272.0,659011.44 5104261.5,659013.69 5104247.0,659018.94 5104226.0,659025.36 5104208.54,659031.11 5104193.63,659034.88 5104161.0,659036.24 5104152.01,659037.56 5104147.0,659041.19 5104136.0,659045.81 5104123.0,659047.22 5104103.66,659050.75 5104091.0,659055.272050924 5104078.07558947)";8013;8013;VIA DEL DOSSOL;VIA DEL DOSSOL;TRENTO;0;;0;
"LINESTRING (663516.97 5110370.92,663510.93 5110369.1,663504.06 5110368.0,663470.75 5110365.5,663468.65 5110364.73,663465.31 5110362.5,663463.06 5110360.1,663461.96 5110357.89,663460.85 5110354.95,663460.48 5110349.61,663458.83 5110252.97,663460.85 5110249.45,663463.25 5110247.24,663467.87 5110244.93,663472.81 5110244.0,663525.11 5110247.98,663532.69 5110250.5)";8535;8535;VIA DON GIACOMO TRENTINI;VIA DON GIACOMO TRENTINI;TRENTO;0;;0;
"LINESTRING (663516.97 5110370.92,663520.06 5110365.5,663526.24 5110351.12,663528.66 5110343.46,663530.6 5110335.03,663531.96 5110325.24,663532.06 5110315.55,663531.12 5110289.0,663530.88 5110264.5,663532.69 5110250.5)";8534;8534;VIA DELLE SUGARINE;VIA DELLE SUGARINE;TRENTO;0;;1;
"LINESTRING (664137.06 5104668.5,664214.94 5104593.5)";700;700;PIAZZA DI CENTA;PIAZZA DI CENTA;TRENTO;1;PRINCIPALE;0;
"LINESTRING (664408.15 5111209.99,664413.3 5111242.67,664417.81 5111255.52,664437.96 5111283.31,664532.31 5111410.5,664545.02 5111425.37)";8414;8414;VIA DEL PORFIDO;VIA DEL PORFIDO;TRENTO;0;;1;SP 76 Gardolo-Lases
"LINESTRING (663064.19 5100478.5,663045.75 5100487.0,663006.5 5100504.5,662990.5 5100571.0,662969 5100656,662962.44 5100677.5,662943.12 5100743.5,662923.88 5100789.5,662923.79 5100789.76)";8860;8860;VIA VALEMBRAR;VIA VALEMBRAR;TRENTO;0;;0;
"LINESTRING (664221.25 5110708.5,664213.29 5110707.42,664201.87 5110705.76,664196.6 5110703.71,664192.79 5110701.03,664189.84 5110697.35,664186.93 5110691.94,664185.62 5110688.5,664184.12 5110682.5,664183.25 5110678.5,664181.81 5110668.5,664180.19 5110651.5,664180.0 5110649.5,664179.56 5110647.5,664178.81 5110644.0)";8501;8501;STRADA DELLA CA COMUNA;STRADA DELLA CA COMUNA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (665048.58 5097674.68,665082.26 5097646.83)";7820;7820;VIA DELLA ROZOLA;VIA DELLA ROZOLA;TRENTO;0;;0;
"LINESTRING (662969.88 5099184.0,662968.52 5099188.26,662964.75 5099197.5,662961.71 5099211.18,662959.96 5099223.98,662960.88 5099235.0,662962.56 5099243.5,662965.31 5099250.0,662969.45 5099256.6,662972.24 5099262.49,662974.06 5099269.5,662976.25 5099277.0,662977.38 5099284.5,662978.13 5099292.22,662977.38 5099302.5,662975.75 5099318.5,662973.5 5099338.0,662972.44 5099344.0,662970.28 5099352.92,662968.56 5099362.5,662966.38 5099371.0,662963.62 5099379.5,662961.09 5099386.37,662959.44 5099393.22,662957.17 5099405.57,662955.94 5099418.0,662952.62 5099433.5,662949.94 5099445.12,662947.67 5099453.68,662944.94 5099461.5,662936.69 5099476.5,662931.67 5099485.06,662922.68 5099497.0,662910.74 5099514.23,662903.69 5099524.0,662899.88 5099529.5,662897.94 5099534.41,662896 5099542,662896.0 5099549.5,662897.55 5099555.66,662902.19 5099562.37,662906.01 5099568.05,662909.84 5099572.93,662917.94 5099582.11,662932.54 5099599.17)";8770;8770;VIA MARGONE;VIA MARGONE;TRENTO;0;;0;
"LINESTRING (663088.0 5107932.5,663083.0 5107924.5,663079.12 5107920.81,663074.27 5107918.38,663068.44 5107917.5,663063.5 5107917.68,663059.12 5107919.0,663053.55 5107924.43,663046.5 5107939.72)";5070;5070;VIA BOLZANO;VIA BOLZANO;TRENTO;1;;0;
"LINESTRING (665873.64 5101803.73,665874.56 5101802.83,665875.06 5101802.48,665876.7 5101801.66,665878.78 5101800.71,665881.18 5101800.15,665883.35 5101799.91,665885.57 5101800.43,665887.88 5101801.19,665889.72 5101802.18,665891.42 5101803.59,665893.02 5101805.24,665894.48 5101806.9,665895.69 5101809.0)";0;0;;;TRENTO;1;SECONDARIO;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (663133.81 5110074.5,663126.19 5110077.46,663120.29 5110079.6,663116.97 5110080.24,663115.2 5110080.1,663113.15 5110079.18,663111.62 5110077.0,663109.55 5110072.05,663107.08 5110063.25,663100.79 5110029.46)";8412;8412;STRADA DEL DOS DI LAMAR;STRADA DEL DOS DI LAMAR;TRENTO;0;;0;
"LINESTRING (663382.81 5101772.5,663386.58 5101761.01,663393.36 5101742.21,663403.89 5101715.81,663431.04 5101662.38)";2900;2900;VIA R. DA SANSEVERINO;VIA R. DA SANSEVERINO;TRENTO;1;;0;
"LINESTRING (663614.38 5104834.5,663636.7 5104780.49,663642.59 5104766.06,663663.44 5104704.5)";1520;1520;LUNGADIGE G. LEOPARDI;LUNGADIGE G. LEOPARDI;TRENTO;1;;0;
"LINESTRING (664500.12 5110585.5,664494.12 5110590.64,664486.8 5110596.71,664480.29 5110603.27,664477.04 5110607.51,664474.95 5110611.55,664471.34 5110624.28,664458.64 5110671.5,664457.67 5110684.66,664457.75 5110690.0,664459.88 5110704.23,664460.52 5110723.54,664460.51 5110730.96,664459.55 5110742.54,664443.0 5110745.47,664438.81 5110748.64,664438.17 5110751.82,664428.58 5110759.53,664426.94 5110766.0)";8497;8497;VIA AL PONTAT;VIA AL PONTAT;TRENTO;0;;0;
"LINESTRING (665899.0 5100735.12,665895.99 5100747.0,665893.43 5100755.99,665885.88 5100770.85)";7080;7080;VIA GALASSA;VIA GALASSA;TRENTO;0;;0;
"LINESTRING (664003.56 5102798.0,664013.88 5102766.0)";1140;1140;VIA F. FILZI;VIA F. FILZI;TRENTO;0;;0;
"LINESTRING (667348.81 5106395.5,667368.07 5106396.75,667396.76 5106394.78,667403.88 5106396.0,667408.59 5106398.94,667425.12 5106415.0,667457.88 5106443.19,667468.83 5106452.6,667487.69 5106474.0)";6414;6414;VIA PER CAMPEL;VIA PER CAMPEL;TRENTO;0;;0;
"LINESTRING (663586.25 5109854.5,663587.88 5109859.0,663590.56 5109866.5,663592.5 5109873.5)";8477;8477;VIC. DON G. B. PARTELLONI;VIC. DON G. B. PARTELLONI;TRENTO;0;;0;
"LINESTRING (665475.41 5104134.99,665483.47 5104139.88,665488.39 5104143.22)";6473;6473;VIA AL VASCON;VIA AL VASCON;TRENTO;0;;0;
"LINESTRING (665301.69 5104019.0,665312.89 5104039.02,665317.08 5104045.84,665334.52 5104062.33)";6467;6467;VIA MARIO CAVALIERI;VIA MARIO CAVALIERI;TRENTO;0;;0;
"LINESTRING (664173.47 5102635.99,664148.12 5102720.0)";3510;3510;VIA VITTORIO VENETO;VIA VITTORIO VENETO;TRENTO;0;SECONDARIO;0;
"LINESTRING (664317.69 5110640.5,664321.94 5110627.0,664332.11 5110610.28,664338.52 5110602.84,664344.57 5110593.76,664366.28 5110554.67,664384.69 5110535.0)";8503;8503;VIA DEL CESURET;VIA DEL CESURET;TRENTO;1;;0;
"LINESTRING (662081.8 5103174.0,662089.55 5103175.48,662100.64 5103177.66,662117.12 5103180.0)";8607;8607;VIA AL CASTAGNETO;VIA AL CASTAGNETO;TRENTO;0;;0;
"LINESTRING (664097.69 5102704.5,664110.75 5102708.5)";3510;3510;VIA VITTORIO VENETO;VIA VITTORIO VENETO;TRENTO;0;PRINCIPALE;0;
"LINESTRING (663851.88 5103839.0,663847.94 5103867.0)";2990;2990;PIAZZA S. MARIA MAGGIORE;PIAZZA S. MARIA MAGGIORE;TRENTO;0;;0;
"LINESTRING (664836.75 5102514.5,664841.08 5102513.86,664846.53 5102513.3,664851.49 5102513.42,664856.98 5102514.08)";975;975;L.GO DONATORI VOL. SANGUE;L.GO DONATORI VOL. SANGUE;TRENTO;1;;0;
"LINESTRING (664977 5102696,664974 5102697,664971.82 5102697.36,664969.89 5102697.34,664968.01 5102697.12,664966.17 5102696.64,664964.19 5102695.92,664962.5 5102695.0,664960.78 5102693.85,664959.22 5102692.53,664957.95 5102690.92,664956.79 5102689.04,664956.06 5102687.5)";1850;1850;LARGO MEDAGLIE D'ORO;LARGO MEDAGLIE D'ORO;TRENTO;1;;0;
"LINESTRING (664471.04 5106036.58,664466.07 5106066.02,664465.33 5106071.7,664468.17 5106091.09,664466.69 5106103.2,664465.7 5106108.88,664467.08 5106137.5,664466.11 5106141.56,664463.76 5106146.11,664457.64 5106153.48,664453.46 5106160.58,664450.67 5106172.8,664449.01 5106178.23,664446.51 5106184.1,664443.51 5106190.37,664439.66 5106197.64,664434.91 5106203.34,664432.87 5106208.36,664430.07 5106211.69,664427.94 5106213.5,664423.22 5106213.78,664417.34 5106211.52)";6100;6100;VIA DEI CASTORI;VIA DEI CASTORI;TRENTO;0;;0;
"LINESTRING (665111.25 5111161.0,665112.31 5111164.0,665123.06 5111187.0,665130.0 5111201.5,665136.44 5111225.82,665142.76 5111243.07,665147.88 5111258.78,665150.94 5111266.0,665163.42 5111281.66,665175.06 5111296.0,665182.5 5111305.5,665190.75 5111322.5,665194.49 5111334.08,665198.08 5111345.52,665203.44 5111366.0,665207.81 5111378.65,665212.94 5111386.5,665213.25 5111387.0,665224.72 5111400.85,665240.38 5111418.5,665247.09 5111427.14,665257.84 5111444.56,665269.45 5111463.0,665285.19 5111486.5)";8493;8493;VIA ALLA COSTA;VIA ALLA COSTA;TRENTO;0;;0;
"LINESTRING (664757.12 5106200.5,664783.69 5106204.0,664801.69 5106206.5,664808.12 5106207.5,664818.81 5106209.5)";6160;6160;VIA ALLA FORMIGHETA;VIA ALLA FORMIGHETA;TRENTO;0;;0;
"LINESTRING (664330.48 5106356.25,664326.25 5106372.5,664322.41 5106391.33,664321.62 5106401.5,664318.14 5106425.23,664316.26 5106446.5,664315.14 5106463.15)";6491;6491;VIA AL MASO PEZANI;VIA AL MASO PEZANI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (665200.38 5102835.0,665234.51 5102828.07,665213.57 5102755.2)";2050;2050;VIA A. NICOLODI;VIA A. NICOLODI;TRENTO;0;;0;
"LINESTRING (663308.09 5107271.35,663306.75 5107340.0,663306.46 5107364.66)";5290;5290;VIA 4 NOVEMBRE;VIA 4 NOVEMBRE;TRENTO;0;;0;
"LINESTRING (664866.28 5106510.96,664834.94 5106535.5,664795.38 5106567.0,664766.19 5106590.8)";6105;6105;VIA DELL'ALBERA;VIA DELL'ALBERA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (662987.15 5098380.13,662996.19 5098390.73,663037.61 5098426.97,663068.67 5098476.28)";8945;8945;VIA AI COMUNI;VIA AI COMUNI;TRENTO;0;;0;
"LINESTRING (663553.81 5109064.5,663563.79 5109070.17,663569.98 5109075.18,663572.12 5109077.07,663574.56 5109077.5)";8529;8529;PIAZZA T. SONTACCHI;PIAZZA T. SONTACCHI;TRENTO;0;;0;
"LINESTRING (664971.0 5096709.5,664977.62 5096700.0,664998.69 5096713.33)";7770;7770;VIA DELLA DECIMA;VIA DELLA DECIMA;TRENTO;0;;0;
"LINESTRING (662976 5106695,662989.88 5106695.0,663004.5 5106695.5,663022.12 5106698.5)";3508;3508;VIA A. GOIO;VIA A. GOIO;TRENTO;0;PRINCIPALE;0;
"LINESTRING (662905.97 5098312.81,662892.05 5098318.29,662882.72 5098329.74)";8940;8940;VIA DI SANTA BRIGIDA;VIA DI SANTA BRIGIDA;TRENTO;0;;0;
"LINESTRING (662905.97 5098312.81,662912.04 5098319.43)";8940;8940;VIA DI SANTA BRIGIDA;VIA DI SANTA BRIGIDA;TRENTO;0;;0;
"LINESTRING (662407.23 5105217.6,662414.65 5105202.46,662421.72 5105187.44,662443.28 5105093.49)";3390;3390;LOCALITA' LA VELA;LOCALITA' LA VELA;TRENTO;0;;0;
"LINESTRING (663136.69 5098370.5,663108.93 5098401.07)";8935;8935;VIA ALLE PORTE;VIA ALLE PORTE;TRENTO;0;;0;
"LINESTRING (663296.71 5104678.94,663301.32 5104677.65,663311.63 5104675.46)";3807;3807;TANGENZIALE OVEST;TANGENZIALE OVEST;TRENTO;1;;1;
"LINESTRING (663473.75 5105582.5,663470.38 5105584.5,663466.75 5105586.5,663463.24 5105588.15,663458.12 5105590.2,663449.9 5105592.28,663445.95 5105592.77,663442.09 5105593.08,663438.43 5105593.21,663432.33 5105593.02,663427.2 5105592.01,663419.93 5105589.73,663414.75 5105587.5)";1570;1570;VIA E. MACCANI;VIA E. MACCANI;TRENTO;1;;0;
"LINESTRING (664218.56 5104131.0,664241.25 5104150.5)";3310;3310;VIA TORRE VERDE;VIA TORRE VERDE;TRENTO;1;;0;
"LINESTRING (664272.69 5101865.0,664274.99 5101864.28,664277.99 5101864.16,664280.62 5101864.5,664283.2 5101865.37,664284.25 5101865.78)";900;900;VIA A. DEGASPERI;VIA A. DEGASPERI;TRENTO;1;;0;
"LINESTRING (664280.36 5104195.3,664288.19 5104211.0)";3310;3310;VIA TORRE VERDE;VIA TORRE VERDE;TRENTO;1;;0;
"LINESTRING (664893.28 5110030.89,664893.53 5110034.08,664895.25 5110047.0,664895.93 5110050.62,664897.4 5110053.01,664905.02 5110061.99,664916.81 5110071.0,664921.06 5110074.5,664924.99 5110079.15,664937.29 5110087.65,664950.4 5110088.31,664959.43 5110087.07,664968.46 5110086.94,664975.99 5110087.56,664985.46 5110089.2,664994.49 5110091.85,665000.06 5110094.5,665004.81 5110097.5)";8521;8521;SALITA AI SPIAZZI;SALITA AI SPIAZZI;TRENTO;0;;0;
"LINESTRING (664558.44 5105108.49,664562.75 5105097.0,664567.31 5105083.5,664577.1 5105054.64,664579.48 5105050.01,664587.95 5105036.51,664608.73 5105009.52,664616.88 5104997.0,664627.51 5104980.01,664631.75 5104974.72,664638.38 5104966.61,664655.09 5104944.65,664662.21 5104936.59,664674.72 5104925.14,664691.02 5104913.0,664696.44 5104909.5)";6090;6090;VIA CASTEL DEI MERLI;VIA CASTEL DEI MERLI;TRENTO;0;;0;
"LINESTRING (665225.23 5104233.1,665206.99 5104231.94,665203.77 5104231.1,665201.01 5104227.57,665199.25 5104223.25,665199.26 5104219.59,665200.69 5104212.22,665201.18 5104206.69,665200.44 5104194.5,665199.52 5104184.16,665198.04 5104178.77,665194.97 5104170.07,665190.46 5104160.55,665185.64 5104153.91,665179.29 5104148.61,665174.13 5104146.56)";6470;6470;VIA PER L'OSSERVATORIO;VIA PER L'OSSERVATORIO;TRENTO;0;;0;
"LINESTRING (662488.85 5109664.73,662487.06 5109635.0,662486.5750391 5109621.37184398,662486.983927667 5109616.58200648,662489.028370503 5109612.23026387,662492.766780259 5109607.76169596,662497.746458879 5109605.65884047,662523.535644934 5109600.98582828,662550.624512505 5109595.45122946,662589.352101076 5109585.40425324,662631.10254441 5109574.40807142,662653.737447233 5109569.69124973,662675.466953942 5109565.60236406,662690.567173212 5109561.81514095)";5705;5705;VIA SALISBURGO;VIA SALISBURGO;TRENTO;0;;0;
"LINESTRING (662987.15 5098380.13,662997 5098386,663012.03 5098396.91,663022.19 5098405.0,663036.06 5098417.0,663040.48 5098421.75,663041.88 5098423.5,663058.32 5098448.9,663064.0 5098458.08,663074.25 5098474.5,663081.06 5098487.5,663089.93 5098500.02,663098.46 5098509.12,663101.06 5098515.5,663103.42 5098522.79,663106.62 5098529.43,663111.6 5098538.0,663115.49 5098543.22,663123.59 5098555.86,663127.98 5098559.82,663132.62 5098562.0,663144.21 5098563.36,663149.2 5098564.81,663154.39 5098567.91,663165.05 5098575.61,663183.12 5098585.5,663185.28 5098587.78,663186.74 5098591.95,663188.94 5098600.95,663192.3 5098605.87,663195.65 5098608.44,663201.29 5098611.44,663216.25 5098615.5,663241.19 5098624.0,663252.81 5098629.5,663266.54 5098633.71,663275.62 5098635.58,663283 5098636,663288.65 5098636.34)";8945;8945;VIA AI COMUNI;VIA AI COMUNI;TRENTO;0;;0;
"LINESTRING (662651.43 5106816.5,662668.5 5106818.64,662688.1 5106820.5,662704.69 5106822.0,662725.69 5106823.63,662739.03 5106824.79,662742.52 5106825.86,662745.81 5106827.93,662747.2 5106829.77,662748.37 5106831.92,662749.32 5106834.21,662749.57 5106837.4,662739.72 5106931.45,662736.01 5106954.19,662732.53 5106979.71,662726.83 5107046.45,662725.98 5107049.61,662724.41 5107052.09,662722.88 5107053.6,662720.7 5107055.29,662716.92 5107056.4,662602.31 5107047.5)";5590;5590;VIA DANILO PARIS;VIA DANILO PARIS;TRENTO;0;PRINCIPALE;0;
"LINESTRING (664950.75 5103995.5,664947.8 5104003.54,664939.77 5104027.63,664938.04 5104032.59,664930.32 5104052.41)";3502;3502;VIA DEI GIARDINI;VIA DEI GIARDINI;TRENTO;0;;0;
"LINESTRING (664151.94 5103862.0,664151.75 5103848.5,664150.44 5103834.0,664148.13 5103819.97,664145.88 5103810.0)";2180;2180;VIA P. OSS MAZZURANA;VIA P. OSS MAZZURANA;TRENTO;1;;0;
"LINESTRING (659976.62 5105799.5,660001.19 5105794.0,660018 5105791,660023.5 5105791.4,660028.94 5105793.5,660032.56 5105796.02,660035.12 5105799.5,660037.51 5105803.77,660038.56 5105808.5,660038.67 5105813.18,660037.19 5105817.5,660033.44 5105822.79,660028.25 5105827.0,660012.5 5105836.0,659997.38 5105844.5,659979.88 5105856.0,659963.75 5105868.5,659949.0 5105879.5,659934.56 5105888.5,659923.61 5105895.12,659916.53 5105898.18,659910.74 5105900.27,659893.63 5105903.33,659871.06 5105903.0)";8116;8116;STRADA DI CADINE;STRADA DI CADINE;TRENTO;0;;1;SS 45 bis Gardesana Occ
"LINESTRING (663003.88 5097490.0,662996.94 5097500.0,662986.06 5097516.0,662974.27 5097531.77)";8960;8960;VIA ALLE SETTE FONTANE;VIA ALLE SETTE FONTANE;TRENTO;0;;0;
"LINESTRING (662994.14 5097608.08,662990.56 5097608.0,662986.94 5097607.5,662983.5 5097606.5,662980.25 5097605.0,662977.25 5097603.0,662974.75 5097600.5,662972.62 5097597.5,662971.12 5097594.0,662969.67 5097589.55,662968.33 5097583.66)";8911;8911;VIA DEI POMARI;VIA DEI POMARI;TRENTO;1;;1;SP 90 Destra Adige
